idx,size,true_h,exact_h,noisy_h,err_exact,err_noisy
135,2,0.003333627850126615,0.003333627850126603,0.0032994905328019098,-1.214306433183765e-17,-3.41373173247052e-05
136,2,0.033121067612948085,0.0331210676129481,0.033233437531409504,1.3877787807814457e-17,0.00011236991846141908
137,2,0.054768183392843985,0.05476818339284383,0.05470457643463845,-1.5265566588595902e-16,-6.360695820553652e-05
138,2,0.04501143235721248,0.04501143235721255,0.04513456005206219,6.938893903907228e-17,0.00012312769484971314
139,2,-0.009193511950390075,-0.009193511950390075,-0.00929803850819225,0.0,-0.00010452655780217486
140,2,-0.016543138463779455,-0.01654313846377943,-0.016515955730529903,2.42861286636753e-17,2.718273324955195e-05
141,2,0.015687324629497536,0.015687324629497516,0.015763429193165406,-2.0816681711721685e-17,7.610456366786977e-05
142,2,0.0060821530669312816,0.0060821530669313085,0.0061452672137473985,2.688821387764051e-17,6.311414681611695e-05
143,2,-0.02899666160289476,-0.02899666160289474,-0.029006796585714728,1.734723475976807e-17,-1.013498281996969e-05
144,2,0.01854311330006665,0.018543113300066676,0.01858304263917742,2.7755575615628914e-17,3.992933911077176e-05
145,2,0.04488145291171504,0.04488145291171496,0.044832227458322736,-7.632783294297951e-17,-4.922545339230283e-05
146,2,0.00751726722540244,0.007517267225402403,0.00740439760976366,-3.729655473350135e-17,-0.00011286961563878022
147,2,0.07060979205234603,0.07060979205234601,0.07072959266554624,-2.7755575615628914e-17,0.00011980061320020219
148,2,0.018523883163693116,0.018523883163693085,0.018593557451576932,-3.122502256758253e-17,6.967428788381622e-05
149,2,-0.007034479268786189,-0.007034479268786194,-0.007133618101200261,-5.204170427930421e-18,-9.913883241407205e-05
150,2,0.0045243950247950086,0.004524395024795013,0.004466842584336197,4.336808689942018e-18,-5.755244045881156e-05
151,2,-0.025287243223925004,-0.025287243223924935,-0.025341857380961213,6.938893903907228e-17,-5.4614157036208394e-05
152,2,-0.04655994133474682,-0.0465599413347469,-0.046600336571186195,-7.632783294297951e-17,-4.039523643937365e-05
153,2,0.02151380126569503,0.02151380126569499,0.021515737105458975,-4.163336342344337e-17,1.9358397639439306e-06
154,2,-0.038521635800022096,-0.038521635800022117,-0.03840724031572057,-2.0816681711721685e-17,0.00011439548430152574
155,2,-0.016175784039101398,-0.016175784039101398,-0.016161147309790232,0.0,1.4636729311165442e-05
156,2,-0.00402710894030121,-0.004027108940301241,-0.003921794359328953,-3.122502256758253e-17,0.00010531458097225686
157,2,0.017386272747403588,0.017386272747403547,0.017318195819024725,-4.163336342344337e-17,-6.807692837886362e-05
158,2,0.02082004978776045,0.020820049787760413,0.02073664641918023,-3.8163916471489756e-17,-8.340336858022115e-05
159,2,0.0024480267110463844,0.0024480267110463905,0.002384968447257711,6.071532165918825e-18,-6.305826378867358e-05
160,2,-0.08719261925352038,-0.08719261925352029,-0.0872009605008936,9.71445146547012e-17,-8.341247373214178e-06
161,2,-0.009327026923528952,-0.009327026923529004,-0.00926330854682751,-5.204170427930421e-17,6.371837670144168e-05
162,2,-0.0350132265785796,-0.03501322657857956,-0.035038399138761715,4.163336342344337e-17,-2.517256018211289e-05
163,2,-0.005027000587790996,-0.00502700058779103,-0.004942799195861986,-3.382710778154774e-17,8.420139192900997e-05
164,2,0.044755336870656165,0.04475533687065608,0.04481419168045363,-8.326672684688674e-17,5.885480979746227e-05
165,2,0.03633534918583339,0.036335349185833386,0.036278480939932196,-6.938893903907228e-18,-5.686824590119682e-05
166,2,0.009947236077228314,0.009947236077228324,0.009926513862797198,1.0408340855860843e-17,-2.072221443111602e-05
167,2,0.02283350421001204,0.022833504210012033,0.0228576360036128,-6.938893903907228e-18,2.4131793600761647e-05
168,2,-0.06719706685180882,-0.06719706685180903,-0.06717710209939487,-2.0816681711721685e-16,1.9964752413947906e-05
169,2,0.008797668618664397,0.008797668618664342,0.008658165143807852,-5.551115123125783e-17,-0.0001395034748565456
170,2,0.02819474693971287,0.028194746939712884,0.02821253180667311,1.3877787807814457e-17,1.7784866960239565e-05
171,2,-0.03187948200341674,-0.03187948200341675,-0.03174958028789657,-6.938893903907228e-18,0.0001299017155201726
172,2,0.0182839485473187,0.018283948547318737,0.01820566397444926,3.8163916471489756e-17,-7.82845728694373e-05
173,2,-0.01719313764564384,-0.01719313764564384,-0.01721027822761737,0.0,-1.714058197352722e-05
174,2,0.04516981230244298,0.04516981230244291,0.045172427369915696,-6.938893903907228e-17,2.6150674727193346e-06
175,2,0.05004170981457631,0.050041709814576285,0.050014765418617775,-2.7755575615628914e-17,-2.694439595853776e-05
176,2,-0.024143817050961396,-0.0241438170509614,-0.02403605449092936,-3.469446951953614e-18,0.00010776256003203546
177,2,0.0660464696265874,0.06604646962658725,0.06614017430605967,-1.5265566588595902e-16,9.370467947227012e-05
178,2,-0.008581542618923837,-0.008581542618923844,-0.008701963213479331,-6.938893903907228e-18,-0.00012042059455549467
179,2,0.09309047494597639,0.0930904749459764,0.09314272642589762,1.3877787807814457e-17,5.2251479921230914e-05
180,2,-0.022192165711805198,-0.022192165711805174,-0.0223290577369733,2.42861286636753e-17,-0.00013689202516810328
181,2,0.0028784021041358735,0.002878402104135853,0.0028015421578985425,-2.0383000842727483e-17,-7.685994623733098e-05
182,2,0.00962484860216315,0.009624848602163187,0.009572872567375964,3.8163916471489756e-17,-5.197603478718574e-05
183,2,-0.0338961396447689,-0.03389613964476882,-0.03397422159492638,7.632783294297951e-17,-7.808195015748115e-05
184,2,-0.0778955957436558,-0.07789559574365551,-0.07777226591367178,2.914335439641036e-16,0.00012332982998401743
185,2,-0.036099666634254235,-0.03609966663425406,-0.03613558670066022,1.734723475976807e-16,-3.592006640598666e-05
186,2,0.04874088593914371,0.048740885939143705,0.048706239662863714,-6.938893903907228e-18,-3.464627627999817e-05
187,2,-0.014838289648654643,-0.014838289648654645,-0.014835338114405315,-1.734723475976807e-18,2.9515342493281055e-06
